Offence Year,Division,Offence Category,District Number,Ticket Count
2022,D22,Speeding,10,311
2018,D55,Speeding,122,77
2022,D55,Speeding,69,101
2021,D33,Speeding,149,103
2023,D22,Speeding,12,103
2018,D55,Speeding,68,705
2015,D55,Speeding,120,36
2015,D33,Speeding,119,4
2023,D22,Speeding,16,655
2021,D55,Speeding,120,790
2016,D55,Speeding,65,15
2018,D33,Speeding,46,121
2015,D22,Speeding,159,333
2015,D55,Speeding,59,44
2020,D55,Speeding,68,774
2021,D33,Speeding,150,33
2020,D22,Speeding,13,223
2022,D55,Speeding,65,6
2014,D55,Speeding,120,23
2022,D33,Speeding,47,33
2020,D22,Speeding,9,918
2014,D55,Speeding,59,54
2014,D55,Speeding,44,35
2015,D33,Speeding,46,140
2015,D22,Speeding,20,829
2018,D55,Speeding,54,172
2014,D55,Speeding,69,8
2017,D33,Speeding,120,13
2021,D22,Speeding,160,105
2023,D55,Speeding,70,343
2017,D55,Speeding,61,34
2019,D33,Speeding,42,263
2016,D22,Speeding,13,193
2023,D55,Speeding,58,1632
2016,D55,Speeding,62,15
2017,D33,Speeding,40,166
2021,D55,Speeding,66,18
2014,D22,Speeding,114,30
2023,D55,Speeding,68,348
2019,D55,Speeding,67,18
2023,D55,Speeding,122,13
2022,D22,Speeding,8,7
2022,D33,Speeding,147,19
2017,D22,Speeding,159,342
2022,D55,Speeding,98,5
2014,D55,Speeding,43,82
2020,D33,Speeding,44,32
2021,D22,Speeding,9,660
2021,D55,Speeding,57,46
2022,D55,Speeding,60,34
2021,D33,Speeding,46,12
2015,D22,Speeding,114,38
2015,D55,Speeding,65,10
2022,D55,Speeding,122,22
2022,D33,Speeding,41,51
2020,D22,Speeding,18,122
2018,D55,Speeding,69,20
2019,D33,Speeding,41,12
2021,D22,Speeding,8,4
2019,D33,Speeding,49,213
2017,D22,Speeding,114,54
2020,D33,Speeding,47,358
2020,D22,Speeding,158,720
2019,D33,Speeding,150,28
2022,D22,Speeding,159,681
2020,D22,Speeding,20,493
2017,D22,Speeding,19,41
2016,D22,Speeding,160,169
2017,D22,Speeding,11,339
2014,D22,Speeding,160,58
2022,D32,Speeding,155,98
2021,D32,Speeding,152,162
2020,D32,Speeding,153,22
2016,D32,Speeding,31,407
2020,D55,Speeding,122,148
2016,D32,Speeding,153,4
2021,D32,Speeding,37,57
2023,D55,Speeding,57,87
2017,D32,Speeding,36,31
2015,D32,Speeding,151,128
2018,D32,Speeding,33,122
2016,D55,Speeding,66,16
2021,D32,Speeding,41,423
2014,D32,Speeding,32,35
2016,D32,Speeding,49,105
2022,D55,Speeding,68,849
2021,D32,Speeding,155,167
2020,D32,Speeding,41,404
2018,D32,Speeding,39,44
2020,D55,Speeding,64,42
2021,D32,Speeding,34,201
2023,D32,Speeding,144,4
2015,D32,Speeding,37,93
2023,D55,Speeding,44,643
2016,D32,Speeding,41,95
2021,D32,Speeding,105,33
2021,D32,Speeding,40,194
2016,D32,Speeding,32,191
2020,D32,Speeding,151,32
2014,D32,Speeding,35,19
2021,D32,Speeding,49,89
2015,D32,Speeding,27,41
2019,D32,Speeding,49,38
2016,D32,Speeding,151,41
2019,D32,Speeding,38,59
2018,D32,Speeding,31,216
2023,D32,Speeding,39,353
2014,D32,Speeding,37,10
2022,D32,Speeding,151,209
2018,D32,Speeding,155,40
2020,D32,Speeding,32,35
2017,D32,Speeding,152,96
2018,D32,Speeding,36,40
2017,D32,Speeding,49,77
2019,D32,Speeding,52,25
2022,D32,Speeding,50,388
2022,D32,Speeding,33,461
2022,D32,Speeding,34,147
2023,D32,Speeding,35,347
2019,D32,Speeding,39,71
2017,D32,Speeding,151,26
2018,D32,Speeding,37,78
2014,D32,Speeding,50,94
2015,D32,Speeding,36,39
2017,D32,Speeding,38,24
2021,D32,Speeding,151,241
2018,D32,Speeding,152,101
2017,D32,Speeding,103,7
2018,D32,Speeding,52,51
2014,D32,Speeding,33,11
2016,D32,Speeding,155,44
2017,D32,Speeding,40,5
2022,D32,Speeding,103,11
2017,D32,Speeding,34,51
2022,D32,Speeding,36,13
2020,D32,Speeding,27,280
2020,D32,Speeding,37,206
2017,D32,Speeding,27,11
2021,D32,Speeding,39,2268
2016,D32,Speeding,40,5
2019,D32,Speeding,152,197
2023,D32,Speeding,155,75
2022,D32,Speeding,32,19
2023,D32,Speeding,49,50
2015,D32,Speeding,34,91
2020,D32,Speeding,152,235
2015,D32,Speeding,105,11
2017,D32,Speeding,39,8
2023,D32,Speeding,33,334
2014,D32,Speeding,36,42
2015,D32,Speeding,38,116
2023,D32,Speeding,52,52
2015,D32,Speeding,31,184
2023,D32,Speeding,152,275
2020,D32,Speeding,52,50
2016,D32,Speeding,152,154
2023,D32,Speeding,50,171
2019,D32,Speeding,151,180
2018,D32,Speeding,32,39
2014,D32,Speeding,31,55
2021,D32,Speeding,103,82
2019,D32,Speeding,36,35
2020,D32,Speeding,49,70
2023,D32,Speeding,37,50
2018,D32,Speeding,151,51
2019,D32,Speeding,31,182
2016,D32,Speeding,50,181
2021,D32,Speeding,35,558
2023,D32,Speeding,27,144
2014,D32,Speeding,152,44
2019,D32,Speeding,155,40
2021,D32,Speeding,52,82
2019,D32,Speeding,37,68
2021,D32,Speeding,50,696
2022,D32,Speeding,35,182
2020,D32,Speeding,34,264
2023,D32,Speeding,38,17
2022,D32,Speeding,105,4
2017,D32,Speeding,153,4
2015,D32,Speeding,32,42
2014,D32,Speeding,27,32
2015,D32,Speeding,155,59
2020,D32,Speeding,50,674
2014,D32,Speeding,49,27
2019,D32,Speeding,32,11
2015,D32,Speeding,33,36
2015,D32,Speeding,35,45
2018,D32,Speeding,34,55
2017,D32,Speeding,52,6
2022,D32,Speeding,49,8
2019,D32,Speeding,27,14
2014,D32,Speeding,38,90
2016,D32,Speeding,33,69
2020,D32,Speeding,31,420
2022,D32,Speeding,1,4
2019,D32,Speeding,103,11
2017,D32,Speeding,33,38
2022,D32,Speeding,27,285
2016,D32,Speeding,37,33
2022,D32,Speeding,144,15
2014,D32,Speeding,39,56
2021,D32,Speeding,38,118
2016,D32,Speeding,36,57
2023,D32,Speeding,153,4
2019,D32,Speeding,153,8
2018,D32,Speeding,38,72
2015,D32,Speeding,39,61
2020,D32,Speeding,35,635
2020,D32,Speeding,105,7
2017,D32,Speeding,50,153
2020,D32,Speeding,36,79
2019,D32,Speeding,34,45
2018,D32,Speeding,41,116
2023,D32,Speeding,34,107
2020,D32,Speeding,38,164
2017,D32,Speeding,41,31
2014,D32,Speeding,103,13
2016,D32,Speeding,105,7
2021,D32,Speeding,153,14
2018,D32,Speeding,40,25
2021,D32,Speeding,36,52
2016,D32,Speeding,103,15
2023,D32,Speeding,151,113
2016,D32,Speeding,27,12
2017,D32,Speeding,155,15
2020,D32,Speeding,33,456
2020,D32,Speeding,40,365
2020,D32,Speeding,103,159
2022,D32,Speeding,38,32
2018,D32,Speeding,49,46
2017,D32,Speeding,31,487
2019,D32,Speeding,50,248
2021,D32,Speeding,31,855
2016,D32,Speeding,38,61
2022,D32,Speeding,31,1146
2015,D32,Speeding,50,189
2019,D32,Speeding,40,74
2022,D32,Speeding,37,102
2023,D32,Speeding,36,18
2017,D32,Speeding,32,106
2022,D32,Speeding,52,50
2018,D32,Speeding,27,43
2019,D32,Speeding,33,51
2018,D32,Speeding,50,117
2018,D32,Speeding,153,19
2015,D32,Speeding,41,136
2023,D32,Speeding,40,506
2017,D32,Speeding,35,6
2018,D32,Speeding,103,6
2016,D32,Speeding,39,51
2014,D32,Speeding,41,7
2020,D32,Speeding,39,2406
2014,D32,Speeding,40,7
2016,D32,Speeding,34,111
2015,D32,Speeding,103,5
2022,D32,Speeding,39,1023
2019,D32,Speeding,41,19
2016,D32,Speeding,35,20
2014,D32,Speeding,34,16
2021,D32,Speeding,32,73
2020,D32,Speeding,155,66
2023,D32,Speeding,31,351
2018,D32,Speeding,35,4
2022,D32,Speeding,152,227
2021,D32,Speeding,33,1553
2015,D32,Speeding,40,9
2014,D32,Speeding,155,27
2014,D32,Speeding,151,71
2015,D32,Speeding,152,169
2023,D32,Speeding,41,522
2022,D32,Speeding,41,183
2014,D32,Speeding,105,4
2021,D32,Speeding,27,370
2017,D32,Speeding,37,61
2019,D32,Speeding,35,6
2022,D32,Speeding,40,191
2015,D32,Speeding,49,77
2023,D32,Speeding,105,13
2014,D43,Speeding,141,3
2019,D14,Speeding,164,3
2017,D23,Speeding,22,3
2021,D12,Speeding,28,3
2022,D42,Speeding,128,3
2016,D55,Speeding,70,3
2020,D51,Speeding,98,3
2017,D23,Speeding,2,3
2022,D22,Speeding,13,3
2023,D55,Speeding,66,3
2016,D42,Speeding,133,3
2014,D33,Speeding,52,3
2021,D55,Speeding,43,3
2016,D13,Speeding,102,3
2020,D33,Speeding,44,3
2018,D11,Speeding,87,3
2022,D33,Speeding,46,3
2021,D41,Speeding,138,3
2020,D42,Speeding,143,3
2014,D23,Speeding,8,3
2015,D41,Speeding,122,3
2023,D23,Speeding,8,3
2017,D55,Speeding,57,3
2019,D12,Speeding,110,3
2018,D55,Speeding,98,3
2017,D33,Speeding,119,3
2022,D52,Speeding,164,3
2022,D52,Speeding,169,3
2018,D53,Speeding,103,3
2021,D53,Speeding,102,3
2019,D32,Speeding,35,3
2018,D22,Speeding,158,3
2014,D31,Speeding,21,3
2023,D55,Speeding,64,3
2015,D13,Speeding,101,3
2014,D14,Speeding,163,3
2014,D11,Speeding,87,3
2019,D33,Speeding,41,3
2017,D22,Speeding,160,3
2017,D33,Speeding,52,3
2015,D32,Speeding,50,3
2017,D33,Speeding,147,3
2022,D41,Speeding,125,3
2019,D32,Speeding,151,3
2019,D42,Speeding,128,3
2016,D55,Speeding,43,3
2016,D31,Speeding,155,3
2021,D52,Speeding,166,3
2022,D41,Speeding,116,3
2023,D43,Speeding,123,3
2014,D42,Speeding,130,3
2022,D51,Speeding,98,3
2022,D41,Speeding,123,3
2018,D51,Speeding,74,3
2014,D33,Speeding,44,3
2021,D55,Speeding,65,3
2014,D12,Speeding,30,3
2015,D22,Speeding,161,3
2019,D52,Speeding,170,3
2019,D31,Speeding,21,3
2014,D33,Speeding,46,3
2023,D52,Speeding,166,3
2022,D13,Speeding,107,3
2016,D33,Speeding,48,3
2015,D31,Speeding,25,3
2017,D33,Speeding,43,3
2018,D14,Speeding,79,3
2017,D33,Speeding,116,3
2015,D43,Speeding,123,3
2019,D32,Speeding,33,3
2019,D53,Speeding,103,3
2022,D22,Speeding,20,3
2020,D33,Speeding,118,3
2015,D13,Speeding,32,3
2014,D23,Speeding,3,3
2020,D13,Speeding,108,3
2014,D55,Speeding,70,3
2023,D51,Speeding,168,3
2016,D22,Speeding,161,3
2016,D11,Speeding,89,3
2015,D33,Speeding,147,3
2017,D43,Speeding,123,3
2016,D33,Speeding,46,3
2017,D32,Speeding,50,3
2023,D55,Speeding,120,3
2022,D51,Speeding,168,3
2021,D22,Speeding,10,3
2019,D52,Speeding,165,3
2022,D22,Speeding,160,3
2019,D22,Speeding,10,3
2016,D42,Speeding,126,3
2015,D22,Speeding,158,3
2014,D42,Speeding,145,3
2020,D23,Speeding,5,3
2016,D22,Speeding,10,3
2019,D53,Speeding,100,3
2020,D53,Speeding,41,3
2015,D12,Speeding,28,3
2015,D43,Speeding,140,3
2015,D41,Speeding,157,3
2023,D32,Speeding,151,3
2018,D53,Speeding,96,3
2019,D13,Speeding,171,3
2017,D32,Speeding,40,3
2018,D53,Speeding,71,3
2014,D32,Speeding,34,3
2018,D23,Speeding,5,3
2023,D14,Speeding,81,3
2023,D55,Speeding,70,3
2021,D12,Speeding,29,3
2022,D42,Speeding,134,3
2020,D32,Speeding,155,3
2023,D23,Speeding,4,3
2018,D43,Speeding,143,3
2022,D32,Speeding,37,3
2016,D42,Speeding,143,3
2015,D11,Speeding,90,3
2018,D12,Speeding,30,3
2022,D32,Speeding,36,3
2022,D43,Speeding,134,3
2020,D52,Speeding,78,3
2019,D23,Speeding,21,3
2017,D14,Speeding,162,3
2022,D33,Speeding,41,3
2020,D12,Speeding,91,3
2019,D32,Speeding,52,3
2021,D13,Speeding,33,3
2019,D14,Speeding,84,3
2016,D23,Speeding,3,3
2023,D11,Speeding,111,3
2018,D33,Speeding,53,3
2017,D52,Speeding,169,3
2022,D55,Speeding,57,3
2020,D42,Speeding,11,3
2019,D32,Speeding,32,3
2017,D42,Speeding,130,3
2015,D43,Speeding,138,3
2023,D43,Speeding,157,3
2016,D51,Speeding,168,3
2018,D42,Speeding,128,3
2023,D55,Speeding,63,3
2015,D31,Speeding,154,3
2022,D42,Speeding,49,3
2016,D41,Speeding,121,3
2020,D53,Speeding,44,3
2020,D32,Speeding,41,3
2020,D53,Speeding,169,3
2016,D14,Speeding,84,3
2014,D31,Speeding,23,3
2015,D14,Speeding,164,3
2015,D23,Speeding,3,3
2022,D51,Speeding,70,3
2022,D42,Speeding,133,3
2018,D42,Speeding,133,3
2021,D42,Speeding,116,3
2018,D23,Speeding,21,3
2017,D55,Speeding,54,3
2020,D41,Speeding,123,3
2014,D43,Speeding,135,3
2014,D33,Speeding,147,3
2016,D22,Speeding,13,3
2020,D14,Speeding,165,3
2018,D33,Speeding,48,3
2020,D41,Speeding,125,3
2022,D11,Speeding,83,3
2021,D53,Speeding,101,3
2015,D31,Speeding,155,3
2020,D42,Speeding,142,3
2021,D22,Speeding,114,3
2016,D43,Speeding,141,3
2020,D22,Speeding,12,3
2019,D11,Speeding,91,3
2015,D33,Speeding,116,3
2015,D43,Speeding,142,3
2020,D33,Speeding,116,3
2020,D31,Speeding,154,3
2016,D22,Speeding,159,3
2014,D13,Speeding,108,3
2019,D32,Speeding,49,3
2014,D22,Speeding,19,3
2014,D51,Speeding,166,3
2021,D22,Speeding,13,3
2022,D12,Speeding,29,3
2020,D11,Speeding,86,3
2014,D32,Speeding,31,3
2016,D55,Speeding,57,3
2020,D33,Speeding,147,3
2019,D11,Speeding,114,2
2020,D13,Speeding,106,2
2018,D12,Speeding,23,2
2023,D12,Speeding,111,2
2019,D23,Speeding,2,2
2019,D52,Speeding,78,2
2016,D23,Speeding,8,2
2020,D52,Speeding,165,2
2016,D13,Speeding,107,2
2015,D32,Speeding,27,2
2018,D32,Speeding,38,2
2022,D51,Speeding,72,2
2019,D33,Speeding,46,2
2018,D52,Speeding,168,2
2015,D32,Speeding,32,2
2015,D22,Speeding,13,2
2017,D13,Speeding,107,2
2016,D42,Speeding,118,2
2018,D55,Speeding,61,2
2015,D55,Speeding,70,2
2019,D22,Speeding,158,2
2018,D43,Speeding,123,2
2015,D13,Speeding,31,2
2019,D11,Speeding,91,2
2016,D53,Speeding,101,2
2017,D33,Speeding,119,2
2017,D41,Speeding,125,2
2020,D31,Speeding,25,2
2014,D32,Speeding,36,2
2023,D23,Speeding,7,2
2014,D31,Speeding,155,2
2014,D22,Speeding,20,2
2022,D11,Speeding,89,2
2018,D22,Speeding,9,2
2023,D32,Speeding,49,2
2018,D32,Speeding,27,2
2016,D43,Speeding,139,2
2018,D13,Speeding,108,2
2019,D43,Speeding,143,2
2017,D42,Speeding,143,2
2017,D51,Speeding,166,2
2016,D42,Speeding,148,2
2020,D11,Speeding,111,2
2014,D41,Speeding,124,2
2020,D31,Speeding,24,2
2014,D42,Speeding,143,2
2014,D43,Speeding,136,2
2022,D23,Speeding,8,2
2015,D53,Speeding,98,2
2021,D33,Speeding,119,2
2020,D11,Speeding,114,2
2016,D51,Speeding,167,2
2016,D23,Speeding,21,2
2023,D53,Speeding,174,2
2016,D43,Speeding,135,2
2019,D32,Speeding,37,2
2020,D42,Speeding,53,2
2022,D11,Speeding,88,2
2019,D11,Speeding,86,2
2022,D14,Speeding,81,2
2015,D33,Speeding,48,2
2016,D53,Speeding,98,2
2018,D55,Speeding,120,2
2022,D22,Speeding,10,2
2014,D52,Speeding,170,2
2015,D43,Speeding,134,2
2020,D23,Speeding,9,2
2014,D11,Speeding,88,2
2018,D41,Speeding,120,2
2023,D13,Speeding,32,2
2021,D55,Speeding,59,2
2017,D41,Speeding,156,2
2017,D53,Speeding,103,2
2023,D11,Speeding,89,2
2015,D55,Speeding,43,2
2023,D52,Speeding,166,2
2022,D52,Speeding,170,2
2018,D13,Speeding,101,2
2017,D55,Speeding,62,2
2018,D23,Speeding,4,2
2019,D13,Speeding,109,2
2015,D55,Speeding,44,2
2019,D33,Speeding,119,2
2015,D33,Speeding,53,2
2022,D12,Speeding,112,2
2017,D52,Speeding,167,2
2019,D11,Speeding,87,2
2017,D53,Speeding,100,2
2018,D51,Speeding,70,2
2019,D22,Speeding,18,2
2020,D22,Speeding,89,2
2017,D12,Speeding,110,2
2014,D33,Speeding,118,2
2016,D14,Speeding,78,2
2021,D32,Speeding,144,2
2014,D32,Speeding,153,2
2020,D32,Speeding,1,2
2017,D42,Speeding,133,2
2019,D51,Speeding,167,2
2023,D22,Speeding,85,2
2016,D14,Speeding,95,2
2018,D13,Speeding,108,2
2022,D12,Speeding,23,2
2018,D41,Speeding,67,2
2017,D33,Speeding,118,2
2021,D53,Speeding,167,2
2022,D51,Speeding,56,2
2019,D32,Speeding,105,2
2023,D53,Speeding,68,2
2014,D14,Speeding,164,2
2019,D33,Speeding,147,2
2021,D52,Speeding,164,2
2020,D53,Speeding,167,2
2014,D53,Speeding,167,2
2020,D42,Speeding,134,2
2017,D14,Speeding,84,2
2023,D14,Speeding,84,2
2015,D14,Speeding,95,2
2020,D22,Speeding,87,2
2016,D14,Speeding,162,2
2017,D52,Speeding,79,2
2019,D12,Speeding,29,2
2022,D32,Speeding,153,2
2022,D42,Speeding,122,2
2018,D14,Speeding,95,2
2019,D52,Speeding,163,2
2018,D14,Speeding,84,2
2020,D22,Speeding,114,2
2023,D13,Speeding,96,2
2017,D11,Speeding,83,2
2020,D41,Speeding,130,2
2018,D23,Speeding,10,2
2019,D55,Speeding,57,2
2018,D11,Speeding,88,2
2020,D55,Speeding,64,2
2023,D11,Speeding,88,2
2015,D33,Speeding,149,2
2015,D43,Speeding,139,2
2019,D22,Speeding,9,2
2017,D23,Speeding,3,2
2018,D33,Speeding,41,2
2016,D33,Speeding,40,2
2017,D43,Speeding,140,2
2014,D43,Speeding,123,2
2016,D42,Speeding,145,2
2015,D43,Speeding,133,2
2014,D12,Speeding,115,2
2022,D33,Speeding,47,2
2020,D55,Speeding,59,2
2015,D55,Speeding,120,2
2017,D11,Speeding,114,2
2021,D22,Speeding,18,2
2018,D32,Speeding,52,2
2014,D33,Speeding,47,2
2017,D43,Speeding,143,2
2022,D22,Speeding,19,2
2016,D14,Speeding,172,2
2016,D32,Speeding,50,2
2016,D53,Speeding,97,2
2019,D31,Speeding,155,2
2018,D51,Speeding,166,2
2018,D32,Speeding,49,2
2017,D31,Speeding,24,2
2016,D12,Speeding,30,2
2022,D14,Speeding,78,2
2015,D12,Speeding,30,2
2019,D13,Speeding,31,2
2020,D12,Speeding,115,2
2022,D11,Speeding,111,2
2022,D53,Speeding,95,2
2017,D22,Speeding,16,2
2022,D12,Speeding,110,2
2022,D32,Speeding,52,2
2023,D33,Speeding,43,2
2018,D32,Speeding,155,2
2016,D23,Speeding,9,2
2016,D32,Speeding,31,2
2014,D43,Speeding,134,2
2019,D11,Speeding,85,2
2021,D53,Speeding,74,2
2019,D42,Speeding,129,2
2020,D52,Speeding,166,2
2017,D52,Speeding,170,2
2014,D55,Speeding,59,2
2014,D53,Speeding,97,2
2019,D42,Speeding,130,2
2019,D55,Speeding,68,2
2022,D13,Speeding,102,2
2021,D41,Speeding,123,2
2020,D55,Speeding,57,2
2020,D33,Speeding,119,2
2016,D31,Speeding,154,2
2016,D22,Speeding,16,2
2018,D43,Speeding,138,2
2014,D33,Speeding,119,2
2022,D53,Speeding,97,2
2020,D52,Speeding,170,2
2016,D33,Speeding,149,2
2017,D31,Speeding,155,2
2023,D23,Speeding,6,2
2019,D55,Speeding,120,2
2016,D23,Speeding,2,2
2020,D32,Speeding,151,2
2015,D53,Speeding,39,2
2017,D43,Speeding,142,2
2014,D22,Speeding,160,2
2018,D55,Speeding,59,2
2023,D51,Speeding,70,2
2019,D23,Speeding,4,2
2019,D22,Speeding,18,2
2023,D31,Speeding,25,2
2023,D33,Speeding,118,2
2015,D32,Speeding,37,2
2016,D55,Speeding,65,2
2022,D31,Speeding,24,2
2017,D22,Speeding,114,2
2020,D31,Speeding,23,2
2022,D23,Speeding,23,2
2017,D33,Speeding,40,2
2022,D33,Speeding,43,2
2016,D14,Speeding,85,2
2023,D14,Speeding,172,2
2015,D32,Speeding,155,2
2022,D23,Speeding,4,2
2017,D53,Speeding,71,2
2020,D22,Speeding,18,2
2017,D11,Speeding,88,2
2019,D23,Speeding,7,2
2016,D12,Speeding,29,2
2018,D41,Speeding,121,2
2015,D41,Speeding,124,2
2023,D55,Speeding,65,2
2014,D13,Speeding,101,2
2021,D32,Speeding,49,2
2019,D55,Speeding,54,2
2014,D31,Speeding,22,2
2023,D14,Speeding,164,2
2018,D41,Speeding,123,2
2016,D53,Speeding,174,2
2017,D11,Speeding,85,2
2014,D22,Speeding,16,2
2015,D22,Speeding,16,2
2014,D41,Speeding,138,2
2022,D31,Speeding,25,2
2023,D43,Speeding,134,2
2014,D43,Speeding,140,2
2016,D12,Speeding,28,2
2018,D32,Speeding,41,2
2019,D23,Speeding,5,2
2016,D55,Speeding,68,2
2021,D32,Speeding,42,2
2019,D13,Speeding,101,2
2015,D32,Speeding,34,2
2015,D12,Speeding,113,2
2018,D43,Speeding,140,2
2019,D42,Speeding,147,2
2018,D55,Speeding,44,2
2016,D32,Speeding,152,2
2020,D53,Speeding,96,2
2020,D41,Speeding,157,2
2022,D22,Speeding,12,2
2019,D23,Speeding,8,2
2018,D13,Speeding,109,2
2021,D23,Speeding,11,2
2018,D52,Speeding,166,2
2022,D33,Speeding,116,2
2022,D52,Speeding,169,2
2021,D43,Speeding,134,2
2021,D32,Speeding,103,2
2017,D53,Speeding,56,2
2018,D53,Speeding,100,2
2023,D53,Speeding,96,2
2019,D32,Speeding,39,2
2017,D53,Speeding,174,2
2017,D32,Speeding,36,2
2016,D31,Speeding,25,2
2016,D53,Speeding,173,2
2019,D22,Speeding,8,2
2018,D14,Speeding,162,2
2017,D53,Speeding,167,2
2022,D55,Speeding,121,2
2017,D14,Speeding,162,2
2017,D23,Speeding,69,2
2015,D14,Speeding,84,2
2019,D52,Speeding,168,2
2018,D22,Speeding,8,2
2017,D53,Speeding,169,2
2020,D42,Speeding,35,2
2020,D32,Speeding,149,2
2018,D23,Speeding,11,2
2017,D14,Speeding,166,2
2023,D12,Speeding,168,2
2017,D14,Speeding,78,2
2022,D53,Speeding,102,2
2021,D51,Speeding,57,2
2014,D14,Speeding,95,2
2014,D14,Speeding,84,2
2021,D31,Speeding,52,2
2015,D52,Speeding,168,2
2019,D11,Speeding,84,2
2016,D42,Speeding,134,2
2014,D13,Speeding,94,2
2018,D42,Speeding,134,2
2016,D43,Speeding,161,2
2015,D53,Speeding,102,2
2018,D52,Speeding,163,2
2015,D23,Speeding,10,2
2015,D51,Speeding,168,2
2023,D53,Speeding,173,2
2020,D22,Speeding,111,2
2016,D23,Speeding,22,2
2023,D53,Speeding,99,2
2017,D32,Speeding,48,2
2015,D14,Speeding,162,2
2016,D53,Speeding,167,2
